start,O'Connor
-28.4641,119.8483
-28.4656,119.8484
-28.4655,119.8019
-28.8478,119.8019
-28.8478,119.7757
-28.9160,119.7757
-29.1129,119.6630
-29.1109,119.3444
-29.2909,119.2006
-29.2922,119.0581
-29.2922,118.7203
-29.1174,118.7203
-29.1179,118.4360
-29.2795,118.4359
-29.6123,118.5037
-29.8261,119.0808
-29.8204,119.0808
-29.9447,119.4198
-29.9500,119.4198
-30.1585,119.9882
-30.1584,120.0023
-30.1611,120.0138
-31.2689,120.0097
-32.2035,120.0096
-32.2033,119.7321
-32.2064,119.7323
-32.2064,119.7005
-32.2034,119.7005
-32.2034,119.6137
-32.2061,119.6137
-32.2061,119.5772
-32.2034,119.5772
-32.2033,119.1786
-32.2147,119.1614
-32.2134,118.9138
-32.2376,118.9137
-32.2375,118.8978
-32.2466,118.8167
-32.2480,118.6153
-32.2621,118.6154
-32.2624,118.6239
-32.2853,118.6237
-32.2856,118.4031
-32.2867,118.4031
-32.2867,118.3967
-32.2856,118.3966
-32.2858,118.3507
-32.2813,118.3387
-32.2864,118.3387
-32.2863,118.3215
-32.2718,118.3215
-32.2719,118.2704
-32.2777,118.2491
-32.2770,118.2361
-32.2794,118.2302
-32.2795,118.1947
-32.2495,118.1946
-32.2495,118.2084
-32.2307,118.2082
-32.2308,118.1895
-32.2365,118.1896
-32.2365,118.1742
-32.2315,118.1742
-32.2316,118.1403
-32.2282,118.1403
-32.2282,118.1250
-32.2303,118.1250
-32.2303,118.1082
-32.2282,118.1082
-32.2281,118.0779
-32.2014,118.0848
-32.1958,118.0902
-32.1958,118.0822
-32.1911,118.0822
-32.1920,118.0170
-32.1736,118.0168
-32.1736,117.9918
-32.1651,117.9813
-32.1652,117.9566
-32.1627,117.9538
-32.1627,117.9281
-32.1590,117.9271
-32.1574,117.9239
-32.1574,117.9045
-32.1543,117.8912
-32.1543,117.8727
-32.1561,117.8727
-32.1561,117.8652
-32.1550,117.8652
-32.1550,117.8572
-32.1526,117.8572
-32.1527,117.8348
-32.1496,117.8348
-32.1496,117.8057
-32.1696,117.8058
-32.1696,117.7936
-32.1599,117.7936
-32.1621,117.7145
-32.1621,117.6330
-32.1681,117.6393
-32.1671,117.6294
-32.1763,117.6293
-32.1752,117.6221
-32.1884,117.6221
-32.1888,117.5801
-32.1958,117.5802
-32.1959,117.5566
-32.1977,117.5566
-32.1976,117.5534
-32.2050,117.5535
-32.2050,117.5435
-32.2030,117.5435
-32.2030,117.5278
-32.1994,117.5278
-32.1994,117.5118
-32.2024,117.5118
-32.2030,117.4814
-32.1972,117.4814
-32.1972,117.4631
-32.2027,117.4631
-32.2027,117.4330
-32.2011,117.4330
-32.2012,117.4283
-32.2259,117.4283
-32.2260,117.4120
-32.2212,117.4119
-32.2214,117.3953
-32.2181,117.3952
-32.2182,117.3914
-32.2215,117.3915
-32.2218,117.3747
-32.2273,117.3745
-32.2281,117.3717
-32.2282,117.3653
-32.2253,117.3653
-32.2251,117.3619
-32.2253,117.3455
-32.2273,117.3456
-32.2275,117.3350
-32.2203,117.3347
-32.2206,117.3162
-32.2297,117.3165
-32.2331,117.3103
-32.2297,117.3102
-32.2298,117.2827
-32.2268,117.2828
-32.2267,117.2805
-32.2303,117.2753
-32.2325,117.2752
-32.2341,117.2776
-32.2341,117.2731
-32.2285,117.2717
-32.2261,117.2667
-32.2282,117.2628
-32.2283,117.2396
-32.2143,117.2396
-32.2110,117.2471
-32.1980,117.2392
-32.1957,117.2442
-32.1910,117.2413
-32.1891,117.2455
-32.1819,117.2411
-32.1793,117.2470
-32.1650,117.2381
-32.1547,117.2381
-32.1547,117.2441
-32.1458,117.2385
-32.1194,117.2387
-32.1195,117.2254
-32.1103,117.2195
-32.1103,117.2270
-32.0971,117.2270
-32.0971,117.2293
-32.0932,117.2292
-32.0927,117.2327
-32.0728,117.2309
-32.0677,117.2384
-32.0542,117.2303
-32.0519,117.2354
-32.0389,117.2274
-32.0372,117.2313
-32.0308,117.2277
-32.0357,117.2164
-32.0299,117.2107
-32.0282,117.2143
-32.0235,117.2114
-32.0244,117.2095
-32.0206,117.2072
-32.0217,117.2043
-32.0144,117.1986
-32.0067,117.1951
-32.0028,117.1772
-31.9980,117.1743
-31.9975,117.1686
-31.9927,117.1657
-31.9949,117.1606
-31.9903,117.1579
-31.9934,117.1508
-31.9820,117.1438
-31.9839,117.1395
-31.9805,117.1375
-31.9822,117.1337
-31.9801,117.1325
-31.9816,117.1291
-31.9801,117.1282
-31.9816,117.1247
-31.9836,117.1259
-31.9864,117.1194
-31.9815,117.1149
-31.9840,117.1089
-31.9791,117.1057
-31.9818,117.0996
-31.9709,117.0933
-31.9710,117.0896
-31.9685,117.0882
-31.9669,117.0920
-31.9595,117.0876
-31.9543,117.0995
-31.9487,117.0962
-31.9450,117.1050
-31.9305,117.0964
-31.9105,117.1417
-31.9056,117.1387
-31.9069,117.1360
-31.8910,117.1262
-31.8945,117.1184
-31.8853,117.1109
-31.8717,117.1413
-31.8625,117.1356
-31.8615,117.1474
-31.8566,117.1583
-31.7999,117.1237
-31.8072,117.1066
-31.8012,117.1031
-31.8044,117.0909
-31.7979,117.0871
-31.8000,117.0822
-31.7958,117.0798
-31.7977,117.0752
-31.7700,117.0576
-31.7842,117.0208
-31.7818,117.0194
-31.7839,117.0141
-31.7672,117.0049
-31.7693,116.9996
-31.7593,116.9939
-31.7612,116.9893
-31.7082,116.9570
-31.7044,116.9526
-31.6952,116.9485
-31.6960,116.9466
-31.6907,116.9435
-31.6829,116.9614
-31.6739,116.9561
-31.6774,116.9477
-31.6748,116.9462
-31.6651,116.9493
-31.6506,116.9404
-31.6473,116.9434
-31.6409,116.9394
-31.6411,116.9354
-31.6064,116.9127
-31.5608,116.8860
-31.5595,116.8890
-31.5337,116.8748
-31.5389,116.8622
-31.5300,116.8571
-31.5315,116.8536
-31.5291,116.8523
-31.5309,116.8479
-31.5256,116.8449
-31.5192,116.8603
-31.5065,116.8531
-31.5025,116.8626
-31.4895,116.8551
-31.4917,116.8500
-31.4933,116.8507
-31.5024,116.8291
-31.4845,116.8187
-31.4965,116.7889
-31.4977,116.7897
-31.4992,116.7862
-31.4949,116.7836
-31.5038,116.7627
-31.4979,116.7592
-31.5018,116.7497
-31.4890,116.7424
-31.4904,116.7389
-31.4875,116.7373
-31.4884,116.7352
-31.4919,116.7373
-31.4933,116.7339
-31.4888,116.7314
-31.4991,116.7056
-31.4978,116.7048
-31.4998,116.6999
-31.4928,116.6961
-31.4971,116.6850
-31.4954,116.6841
-31.4972,116.6804
-31.4868,116.6745
-31.4950,116.6607
-31.4900,116.6577
-31.4921,116.6529
-31.4880,116.6505
-31.5094,116.6002
-31.5066,116.6013
-31.4955,116.5947
-31.4716,116.5978
-31.4552,116.6040
-31.4390,116.5986
-31.4270,116.5996
-31.4179,116.5920
-31.4155,116.5977
-31.4050,116.5916
-31.4010,116.6011
-31.3951,116.5978
-31.3634,116.6052
-31.3602,116.6035
-31.3588,116.6063
-31.2735,116.6253
-31.2787,116.6139
-31.3117,116.5687
-31.2766,116.5478
-31.2981,116.4989
-31.2866,116.4921
-31.3055,116.4492
-31.2912,116.4402
-31.3076,116.4025
-31.2365,116.3606
-31.2366,116.3081
-31.2305,116.2450
-31.1806,116.2474
-31.1805,116.2386
-31.1780,116.2386
-31.1780,116.2345
-31.1158,116.2345
-31.1159,116.2319
-31.1090,116.2320
-31.1091,116.2254
-31.1023,116.2255
-31.1022,116.2212
-31.0890,116.2212
-31.0890,116.0483
-31.0687,116.0485
-31.0605,116.0456
-31.0606,115.9522
-31.0043,115.9522
-31.0020,115.9480
-31.0009,115.9380
-31.0053,115.9273
-31.0049,115.9196
-31.0085,115.9052
-31.0078,115.9009
-31.0015,115.8953
-30.9928,115.8977
-30.9927,115.8931
-30.9809,115.8920
-30.9758,115.8873
-30.9751,115.8809
-30.9721,115.8759
-30.9723,115.8732
-30.9756,115.8702
-30.9811,115.8679
-30.9790,115.8667
-30.9775,115.8623
-30.9809,115.8581
-30.9778,115.8541
-30.9792,115.8471
-30.9781,115.8441
-30.9784,115.8347
-30.9819,115.8247
-30.9823,115.8163
-30.9775,115.8060
-30.9766,115.7979
-30.9724,115.7954
-30.9796,115.7897
-30.9770,115.7797
-30.9831,115.7706
-30.9831,115.7635
-30.9805,115.7574
-30.9837,115.7477
-30.9838,115.7384
-30.9797,115.7253
-30.9782,115.7095
-30.9791,115.7061
-30.9814,115.7049
-30.9857,115.7089
-30.9883,115.7042
-30.9960,115.7000
-30.9966,115.6980
-30.9935,115.6930
-30.9755,115.6918
-30.9756,115.5202
-30.9654,115.5180
-30.9546,115.5128
-30.9505,115.5130
-30.9431,115.5081
-30.9195,115.4981
-30.9056,115.4827
-30.9015,115.4742
-30.8988,115.4723
-30.8988,115.4246
-30.8928,115.4236
-30.8916,115.2626
-30.8754,115.2530
-30.8706,115.2477
-30.8695,115.2442
end
start,Durack
-26.4105,113.3992
-26.4073,113.3989
-26.4084,113.4002
-26.4094,113.3994
-26.4105,113.3992
end
start,Durack
-25.7531,113.4587
-25.7530,113.4591
-25.7531,113.4589
-25.7531,113.4587
end
start,Durack
-26.0850,113.8691
-26.0793,113.8725
-26.0794,113.8726
-26.0833,113.8712
-26.0850,113.8691
end
start,Durack
-26.0674,113.8795
-26.0667,113.8799
-26.0668,113.8798
-26.0674,113.8795
end
start,Durack
-26.1608,114.2315
-26.1607,114.2315
-26.1608,114.2315
-26.1608,114.2315
end
start,Durack
-25.6032,114.0011
-25.6031,114.0011
-25.6032,114.0011
-25.6032,114.0011
end
start,Durack
-25.5679,113.9841
-25.5608,113.9821
-25.5608,113.9821
-25.5668,113.9845
-25.5659,113.9855
-25.5675,113.9866
-25.5679,113.9841
end
start,Durack
-24.9049,113.6502
-24.9052,113.6497
-24.9031,113.6502
-24.9049,113.6502
end
start,Durack
-24.8585,113.6181
-24.8586,113.6175
-24.8554,113.6183
-24.8585,113.6181
end
start,Durack
-22.5373,114.1440
-22.5353,114.1447
-22.5367,114.1449
-22.5373,114.1440
end
start,Durack
-22.5004,114.3229
-22.4947,114.3232
-22.4970,114.3243
-22.5004,114.3229
end
start,Durack
-22.4686,114.4025
-22.4642,114.3953
-22.4668,114.4010
-22.4686,114.4025
end
start,Durack
-22.3622,114.4510
-22.3586,114.4441
-22.3583,114.448
-22.3622,114.4510
end
start,Durack
-22.1373,114.5253
-22.1269,114.5229
-22.1305,114.5259
-22.1373,114.5253
end
start,Durack
-21.9695,114.6244
-21.9661,114.6230
-21.9684,114.6244
-21.9695,114.6244
end
start,Durack
-21.8384,114.6929
-21.8364,114.6909
-21.8368,114.6919
-21.8384,114.6929
end
start,Durack
-21.6728,114.9825
-21.6726,114.9817
-21.6726,114.9822
-21.6728,114.9825
end
start,Durack
-21.6866,114.9646
-21.6856,114.9625
-21.6845,114.9630
-21.6850,114.9646
-21.6866,114.9646
end
start,Durack
-21.6846,115.0290
-21.6856,115.0260
-21.6846,115.0280
-21.6846,115.0290
end
start,Durack
-21.5458,115.4558
-21.5429,115.4561
-21.5456,115.4563
-21.5458,115.4558
end
start,Durack
-21.4658,115.5274
-21.4669,115.5265
-21.4660,115.5270
-21.4658,115.5274
end
start,Durack
-21.4713,115.5231
-21.4779,115.5178
-21.4776,115.5172
-21.4724,115.5207
-21.4713,115.5231
end
start,Durack
-21.4791,115.5169
-21.4812,115.5152
-21.4812,115.5152
-21.4786,115.5165
-21.4791,115.5169
end
start,Durack
-21.4594,115.5263
-21.4618,115.5232
-21.4611,115.5236
-21.4594,115.5263
end
start,Durack
-21.4067,115.5965
-21.4044,115.5959
-21.4043,115.5976
-21.4054,115.5974
-21.4067,115.5965
end
start,Durack
-21.4041,115.5959
-21.4009,115.5951
-21.4028,115.5971
-21.4041,115.5959
end
start,Durack
-21.3695,115.6145
-21.3668,115.6134
-21.3683,115.6145
-21.3695,115.6145
end
start,Durack
-21.2971,115.7062
-21.2932,115.7081
-21.2932,115.7086
-21.2947,115.7092
-21.2971,115.7062
end
start,Durack
-21.2850,115.7805
-21.2841,115.7809
-21.2849,115.7807
-21.2850,115.7805
end
start,Durack
-21.2699,115.7980
-21.2699,115.7982
-21.2699,115.7980
-21.2699,115.7980
end
start,Durack
-21.2457,115.8392
-21.2480,115.8384
-21.2454,115.8380
-21.2457,115.8392
end
start,Durack
-21.1249,115.9000
-21.1227,115.8981
-21.1232,115.9002
-21.1249,115.9000
end
start,Durack
-21.1194,115.8952
-21.1171,115.8932
-21.1180,115.8958
-21.1194,115.8952
end
start,Durack
-21.0946,115.9206
-21.0923,115.9235
-21.0958,115.9216
-21.0946,115.9206
end
start,Durack
-20.8504,116.4787
-20.8495,116.4795
-20.8503,116.4789
-20.8504,116.4787
end
start,Durack
-20.8408,116.4639
-20.8404,116.4574
-20.8403,116.4580
-20.8408,116.4639
end
start,Durack
-20.7984,116.4999
-20.7983,116.4993
-20.7983,116.4998
-20.7984,116.4999
end
start,Durack
-20.7858,116.5361
-20.7855,116.5356
-20.7855,116.5362
-20.7858,116.5361
end
start,Durack
-20.7376,116.9209
-20.7238,116.9257
-20.7250,116.9275
-20.7376,116.9209
end
start,Durack
-20.6735,116.9916
-20.6720,116.9867
-20.6700,116.9873
-20.6703,116.9883
-20.6735,116.9916
end
start,Durack
-20.6718,116.9860
-20.6706,116.9817
-20.6704,116.9861
-20.6718,116.9860
end
start,Durack
-20.6295,117.1673
-20.6305,117.1687
-20.6306,117.1679
-20.6295,117.1673
end
start,Durack
-20.6515,117.1682
-20.6484,117.1745
-20.6508,117.1725
-20.6515,117.1682
end
start,Durack
-20.6988,117.1740
-20.6981,117.1749
-20.6988,117.1742
-20.6988,117.1740
end
start,Durack
-20.7341,117.2995
-20.7315,117.3006
-20.7336,117.3019
-20.7341,117.2995
end
start,Durack
-20.7545,117.3979
-20.7543,117.3977
-20.7545,117.3979
-20.7545,117.3979
end
start,Durack
-20.7035,117.5948
-20.7013,117.5944
-20.7013,117.5944
-20.7035,117.5948
end
start,Durack
-20.7079,117.6335
-20.7077,117.6340
-20.7079,117.6338
-20.7079,117.6335
end
start,Durack
-20.7071,117.6371
-20.7060,117.6419
-20.7081,117.6404
-20.7071,117.6371
end
start,Durack
-20.5819,117.8914
-20.5797,117.8869
-20.5793,117.8884
-20.5819,117.8914
end
start,Durack
-20.5572,117.9434
-20.5547,117.9439
-20.5568,117.9437
-20.5572,117.9434
end
start,Durack
-20.5467,117.9453
-20.5461,117.9453
-20.5482,117.9473
-20.5481,117.9463
-20.5467,117.9453
end
start,Durack
-20.5502,117.9741
-20.5485,117.9690
-20.5444,117.9700
-20.5483,117.9705
-20.5502,117.9741
end
start,Durack
-20.5359,117.9653
-20.5373,117.9646
-20.5367,117.9643
-20.5359,117.9653
end
start,Durack
-20.5085,117.9588
-20.5132,117.9516
-20.5125,117.9508
-20.5085,117.9566
-20.5085,117.9588
end
start,Durack
-20.3714,118.2151
-20.3709,118.2154
-20.3712,118.2172
-20.3717,118.2153
-20.3714,118.2151
end
start,Durack
-20.3618,118.3173
-20.3617,118.3173
-20.3617,118.3173
-20.3618,118.3173
end
start,Durack
-20.3626,118.3791
-20.3625,118.3791
-20.3626,118.3791
-20.3626,118.3791
end
start,Durack
-20.3634,118.4043
-20.3569,118.4077
-20.3579,118.4091
-20.3603,118.4088
-20.3634,118.4043
end
start,Durack
-20.3494,118.4885
-20.3435,118.4865
-20.3436,118.4930
-20.3459,118.4938
-20.3494,118.4885
end
start,Durack
-20.3373,118.5431
-20.3302,118.5419
-20.3328,118.5457
-20.3373,118.5431
end
start,Durack
-20.3122,118.5521
-20.3110,118.5475
-20.3105,118.5496
-20.3122,118.5521
end
start,Durack
-20.3414,118.5579
-20.3391,118.5608
-20.3415,118.5599
-20.3414,118.5579
end
start,Durack
-20.3547,118.5788
-20.3475,118.5793
-20.3508,118.5809
-20.3547,118.5788
end
start,Durack
-20.3340,118.6286
-20.3334,118.6266
-20.3335,118.6272
-20.3340,118.6286
end
start,Durack
-20.3306,118.6179
-20.3295,118.6145
-20.3290,118.6159
-20.3306,118.6179
end
start,Durack
-20.3161,118.5730
-20.3161,118.5730
-20.3160,118.5731
-20.3161,118.5731
-20.3161,118.5730
end
start,Durack
-20.3160,118.5731
-20.3159,118.5732
-20.3160,118.5732
-20.3160,118.5731
end
start,Durack
-20.3379,118.6701
-20.3332,118.6744
-20.3353,118.6737
-20.3379,118.6701
end
start,Durack
-20.2842,118.8426
-20.2806,118.8380
-20.2820,118.8407
-20.2842,118.8426
end
start,Durack
-20.2266,118.8615
-20.2254,118.8602
-20.2218,118.8625
-20.2246,118.8617
-20.2266,118.8615
end
start,Durack
-20.0074,119.1587
-20.0076,119.1588
-20.0075,119.1587
-20.0074,119.1587
end
start,Durack
-20.0130,119.7469
-20.0108,119.7451
-20.0107,119.7451
-20.0115,119.7470
-20.0130,119.7469
end
start,Durack
-19.9560,119.7641
-19.9555,119.7641
-19.9567,119.7657
-19.9563,119.7643
-19.9560,119.7641
end
start,Durack
-18.9431,121.5910
-18.9443,121.5868
-18.9433,121.5882
-18.9431,121.5910
end
start,Durack
-17.1674,122.2566
-17.1676,122.2567
-17.1676,122.2566
-17.1674,122.2566
end
start,Durack
-16.9833,122.4310
-16.9822,122.4337
-16.9828,122.4332
-16.9833,122.4310
end
start,Durack
-16.9814,122.4357
-16.9803,122.4386
-16.9821,122.4396
-16.9835,122.4389
-16.9814,122.4357
end
start,Durack
-16.9800,122.4393
-16.9780,122.4445
-16.9833,122.4407
-16.9800,122.4393
end
start,Durack
-16.9651,122.6110
-16.9648,122.6051
-16.9642,122.6095
-16.9651,122.6110
end
start,Durack
-16.8347,122.5541
-16.8348,122.5554
-16.8351,122.5549
-16.8347,122.5541
end
start,Durack
-16.8311,122.5683
-16.8290,122.5670
-16.8296,122.5683
-16.8311,122.5683
end
start,Durack
-16.7698,122.7862
-16.7627,122.7847
-16.7637,122.7858
-16.7628,122.7884
-16.7679,122.7891
-16.7698,122.7862
end
start,Durack
-16.7602,122.7842
-16.7591,122.7840
-16.7592,122.7843
-16.7602,122.7842
end
start,Durack
-16.7476,122.8275
-16.7480,122.8263
-16.7473,122.8267
-16.7476,122.8275
end
start,Durack
-16.6959,122.7841
-16.6967,122.7830
-16.6966,122.7830
-16.6959,122.7841
end
start,Durack
-16.5601,122.8313
-16.5584,122.8249
-16.5581,122.8304
-16.5601,122.8313
end
start,Durack
-16.5290,122.8821
-16.5286,122.8813
-16.5286,122.8816
-16.5290,122.8821
end
start,Durack
-16.5138,122.8559
-16.5126,122.8538
-16.5111,122.8571
-16.5126,122.8561
-16.5138,122.8559
end
start,Durack
-16.4024,122.9836
-16.4012,122.9840
-16.4021,122.9842
-16.4024,122.9836
end
start,Durack
-16.3995,122.9846
-16.3988,122.9849
-16.3992,122.9849
-16.3995,122.9846
end
start,Durack
-16.3900,122.9880
-16.3826,122.9907
-16.3875,122.9920
-16.3900,122.9880
end
start,Durack
-17.0759,123.2815
-17.0776,123.2820
-17.0774,123.2818
-17.0759,123.2815
end
start,Durack
-17.3609,123.5931
-17.3615,123.5937
-17.3611,123.5931
-17.3609,123.5931
end
start,Durack
-16.1672,123.6967
-16.1697,123.6972
-16.1677,123.6960
-16.1672,123.6967
end
start,Durack
-16.1559,123.7047
-16.1538,123.7031
-16.1538,123.7031
-16.1558,123.7054
-16.1559,123.7047
end
start,Durack
-16.1703,123.7231
-16.1632,123.7187
-16.1665,123.7226
-16.1703,123.7231
end
start,Durack
-16.5085,124.4319
-16.5073,124.4316
-16.5074,124.4317
-16.5085,124.4319
end
start,Durack
-16.5065,124.4427
-16.5002,124.4431
-16.5021,124.4434
-16.5065,124.4427
end
start,Durack
-16.3636,124.7153
-16.3607,124.7120
-16.3626,124.7148
-16.3636,124.7153
end
start,Durack
-16.2048,124.5086
-16.2037,124.5090
-16.2042,124.5090
-16.2048,124.5086
end
start,Durack
-15.8777,124.6760
-15.8782,124.6762
-15.8784,124.6759
-15.8780,124.6755
-15.8777,124.6760
end
start,Durack
-15.7433,124.7022
-15.7493,124.6957
-15.7440,124.6997
-15.7433,124.7022
end
start,Durack
-15.7502,124.6947
-15.7511,124.6937
-15.7504,124.6943
-15.7502,124.6947
end
start,Durack
-15.9346,124.5098
-15.9346,124.5096
-15.9346,124.5097
-15.9346,124.5098
end
start,Durack
-15.7965,124.4625
-15.8003,124.4625
-15.7983,124.4617
-15.7965,124.4625
end
start,Durack
-15.8091,124.4433
-15.8102,124.4505
-15.8132,124.4462
-15.8091,124.4433
end
start,Durack
-15.6142,124.4682
-15.6141,124.4669
-15.6136,124.4668
-15.6131,124.4673
-15.6142,124.4682
end
start,Durack
-15.6118,124.4106
-15.6177,124.4056
-15.6106,124.4096
-15.6118,124.4106
end
start,Durack
-15.5363,124.4656
-15.5338,124.4652
-15.5346,124.4661
-15.5363,124.4656
end
start,Durack
-15.5238,124.5098
-15.5231,124.5095
-15.5233,124.5097
-15.5238,124.5098
end
start,Durack
-15.4248,124.6446
-15.4248,124.6446
-15.4280,124.6444
-15.4270,124.6433
-15.4248,124.6446
end
start,Durack
-15.3008,124.7800
-15.2944,124.7832
-15.2954,124.7847
-15.3058,124.7808
-15.3008,124.7800
end
start,Durack
-15.4887,124.9617
-15.4875,124.9660
-15.4877,124.9661
-15.4895,124.9636
-15.4887,124.9617
end
start,Durack
-15.4874,124.9667
-15.4868,124.9688
-15.4880,124.9676
-15.4874,124.9667
end
start,Durack
-15.4864,124.9702
-15.4860,124.9717
-15.4865,124.9702
-15.4864,124.9702
end
start,Durack
-15.5035,125.0225
-15.5059,125.0229
-15.5081,125.0190
-15.5048,125.0209
-15.5035,125.0225
end
start,Durack
-15.4905,125.1228
-15.4931,125.1261
-15.4908,125.1223
-15.4905,125.1228
end
start,Durack
-15.6896,125.4118
-15.6857,125.4061
-15.6866,125.4078
-15.6896,125.4118
end
start,Durack
-15.6775,125.3941
-15.6726,125.3869
-15.6741,125.3903
-15.6775,125.3941
end
start,Durack
-15.3335,125.1395
-15.3331,125.1404
-15.3359,125.1411
-15.3337,125.1394
-15.3335,125.1395
end
start,Durack
-15.3084,125.1570
-15.3103,125.1563
-15.3094,125.1563
-15.3084,125.1570
end
start,Durack
-15.3150,125.1548
-15.3158,125.1546
-15.3154,125.1545
-15.3150,125.1548
end
start,Durack
-15.3202,125.1101
-15.3190,125.1080
-15.3185,125.1087
-15.3202,125.1101
end
start,Durack
-15.2591,125.1167
-15.2766,125.1059
-15.2724,125.1060
-15.2712,125.1082
-15.2704,125.1070
-15.2644,125.1086
-15.2630,125.1076
-15.2622,125.1125
-15.2591,125.1167
end
start,Durack
-15.2522,125.0890
-15.2537,125.0887
-15.2526,125.0884
-15.2522,125.0890
end
start,Durack
-15.2728,124.9046
-15.2727,124.9046
-15.2727,124.9046
-15.2728,124.9046
end
start,Durack
-14.9888,125.0200
-14.9831,125.0119
-14.9831,125.0119
-14.9885,125.0208
-14.9888,125.0200
end
start,Durack
-14.9899,125.0231
-14.9906,125.0242
-14.9904,125.0236
-14.9899,125.0231
end
start,Durack
-14.9660,125.2307
-14.9657,125.2297
-14.9651,125.2300
-14.9655,125.2308
-14.9660,125.2307
end
start,Durack
-14.8998,125.2562
-14.8998,125.2562
-14.9001,125.2564
-14.9001,125.2563
-14.8998,125.2562
end
start,Durack
-14.9073,125.3080
-14.9061,125.3079
-14.9064,125.3080
-14.9073,125.3080
end
start,Durack
-14.9048,125.3078
-14.9037,125.3078
-14.9040,125.3079
-14.9048,125.3078
end
start,Durack
-14.7870,125.1647
-14.7866,125.1645
-14.7866,125.1645
-14.7870,125.1647
end
start,Durack
-14.7209,125.1825
-14.7197,125.1822
-14.7202,125.1828
-14.7209,125.1825
end
start,Durack
-14.7098,125.1798
-14.7098,125.1798
-14.7095,125.1804
-14.7100,125.1800
-14.7098,125.1798
end
start,Durack
-14.6261,125.2551
-14.6261,125.2551
-14.6261,125.2551
-14.6261,125.2551
end
start,Durack
-14.5095,125.5047
-14.5095,125.5047
-14.5095,125.5047
-14.5095,125.5047
end
start,Durack
-14.2612,125.6429
-14.2587,125.6437
-14.2600,125.6439
-14.2612,125.6429
end
start,Durack
-14.3253,125.6986
-14.3252,125.7031
-14.3259,125.7025
-14.3253,125.6986
end
start,Durack
-14.3251,125.7043
-14.3254,125.7098
-14.3249,125.7121
-14.3276,125.7108
-14.3289,125.7065
-14.3251,125.7043
end
start,Durack
-14.0175,126.0264
-14.0167,126.0267
-14.0206,126.0281
-14.0197,126.0272
-14.0175,126.0264
end
start,Durack
-13.9208,126.0864
-13.9208,126.0870
-13.9209,126.0865
-13.9208,126.0864
end
start,Durack
-14.1867,126.2340
-14.1864,126.2376
-14.1875,126.2352
-14.1867,126.2340
end
start,Durack
-14.2076,126.2722
-14.2071,126.2725
-14.2087,126.2723
-14.2076,126.2722
end
start,Durack
-13.9813,126.7787
-13.9804,126.7818
-13.9811,126.7810
-13.9813,126.7787
end
start,Durack
-13.9882,126.8118
-13.9886,126.8119
-13.9885,126.8118
-13.9882,126.8118
end
start,Durack
-13.7764,126.7666
-13.7764,126.7666
-13.7768,126.7662
-13.7768,126.7662
-13.7764,126.7666
end
start,Durack
-13.9677,127.2082
-13.9672,127.2083
-13.9672,127.2084
-13.9677,127.2082
end
start,Durack
-14.1777,127.6366
-14.1786,127.6354
-14.1781,127.6358
-14.1777,127.6366
end
start,Durack
-14.8584,128.9121
-14.8593,128.9140
-14.8597,128.9140
-14.8600,128.9136
-14.8584,128.9121
end
start,Durack
-23.4319,129.0008
-23.0209,129.0009
-23.4319,129.0013
-23.4319,129.0008
end
start,Durack
-23.0209,129.0009
-21.9026,129.0009
-22.9985,129.0013
-23.0209,129.0009
end
start,Durack
-21.0880,129.0009
-19.7107,129.0010
-20.9985,129.0012
-21.0880,129.0009
end
start,Durack
-15.0408,129.0012
-14.9329,129.0012
-14.9961,129.0013
-15.0408,129.0012
end
start,Durack
-14.8795,129.0012
-14.8794,129.0012
-14.8794,129.0012
-14.8795,129.0012
end
start,Durack
-19.9823,119.0883
-19.9828,119.0891
-19.9809,119.0885
-19.9828,119.0891
-19.9830,119.0889
-19.9823,119.0883
end
start,Durack
-19.9809,119.0885
-19.9812,119.0883
-19.9809,119.0885
-19.9809,119.0885
end
start,Durack
-16.2173,123.5834
-16.2172,123.5843
-16.2173,123.5838
-16.2173,123.5834
end
start,Durack
-16.2171,123.5851
-16.2172,123.5861
-16.2164,123.5834
-16.2172,123.5861
-16.2172,123.5859
-16.2171,123.5851
end
start,Durack
-16.2164,123.5834
-16.2173,123.5834
-16.2170,123.5832
-16.2164,123.5834
end
start,Durack
-14.6230,125.8851
-14.6223,125.8861
-14.6216,125.8853
-14.6224,125.8861
-14.6230,125.8851
end
start,Durack
-14.6216,125.8853
-14.6222,125.8848
-14.6216,125.8852
-14.6216,125.8853
end
start,Durack
-14.6222,125.8848
-14.6230,125.8851
-14.6227,125.8848
-14.6222,125.8848
end
start,Durack
-22.4653,114.4007
-22.4636,114.3993
-22.4635,114.3975
-22.4636,114.3993
-22.4653,114.4007
end
start,Durack
-22.4635,114.3975
-22.4638,114.3976
-22.4635,114.3975
-22.4635,114.3975
end
start,Durack
-22.4650,114.4001
-22.4653,114.4007
-22.4653,114.4004
-22.4650,114.4001
end
start,Durack
-25.3255,113.8830
-25.3253,113.8832
-25.3255,113.8830
-25.3255,113.8830
end
start,Durack
-25.3251,113.8833
-25.3225,113.8809
-25.3225,113.8809
-25.3239,113.8827
-25.3251,113.8833
end
start,Durack
-25.3225,113.8809
-25.3239,113.8814
-25.3229,113.8806
-25.3225,113.8809
end
start,Durack
-16.2097,123.5745
-16.2081,123.5734
-16.2092,123.5749
-16.2097,123.5745
end
start,Durack
-16.2081,123.5734
