start,Banks
-29.7091,152.2647
-29.7076,152.2710
-29.7038,152.2683
-29.7023,152.2625
-29.7002,152.2610
-29.6967,152.2624
-29.6917,152.2700
-29.6858,152.2712
-29.6822,152.2761
-29.6725,152.2767
-29.6655,152.2809
-29.6659,152.2834
-29.6732,152.2857
-29.6762,152.2895
-29.6693,152.2941
-29.6676,152.3038
-29.6618,152.3053
-29.6648,152.3077
-29.6648,152.3116
-29.6557,152.3102
-29.6513,152.3125
-29.6554,152.3257
-29.6538,152.3271
-29.6478,152.3265
-29.6407,152.3361
-29.5454,152.3544
-29.5397,152.3595
-29.5384,152.3648
-29.5312,152.3775
-29.5312,152.3809
-29.5277,152.3837
-29.5276,152.3871
-29.5242,152.3868
-29.5219,152.3898
-29.5225,152.3925
-29.5204,152.3942
-29.5199,152.4002
-29.5167,152.4052
-29.5135,152.4065
-29.5114,152.4096
-29.5086,152.4090
-29.5068,152.4124
-29.4453,152.3887
-29.4461,152.3945
-29.4317,152.3971
-29.4327,152.4043
-29.4007,152.4100
-29.3984,152.4086
-29.3995,152.4133
-29.3982,152.4199
-29.3950,152.4214
-29.3928,152.4258
-29.3917,152.4289
-29.3935,152.4305
-29.3926,152.4322
-29.3868,152.4332
-29.3820,152.4360
-29.3784,152.4344
-29.3755,152.4408
-29.3721,152.4406
-29.3705,152.4443
-29.3677,152.4428
-29.3657,152.4457
-29.3610,152.4467
-29.3601,152.4522
-29.3580,152.4510
-29.3418,152.3315
-29.3404,152.3353
-29.3368,152.3370
-29.3290,152.3313
-29.3215,152.3083
-29.3136,152.3000
-29.3107,152.3014
-29.3074,152.2982
-29.3044,152.3000
-29.3048,152.3088
-29.3020,152.3094
-29.2985,152.3146
-29.2961,152.3118
-29.2900,152.3114
-29.2830,152.3064
-29.2824,152.3141
-29.2801,152.3152
-29.2775,152.3211
-29.2701,152.3228
-29.2635,152.3373
-29.2573,152.3404
-29.2537,152.3445
-29.2537,152.3471
-29.2487,152.3518
-29.2506,152.3574
-29.2460,152.3652
-29.2470,152.3685
-29.2437,152.3756
-29.2453,152.3805
-29.2399,152.3876
-29.2414,152.3937
-29.2288,152.4141
-29.2260,152.4113
-29.2200,152.4111
-29.2111,152.4052
-29.2010,152.4100
-29.1901,152.4184
-29.1803,152.4218
-29.1783,152.4251
-29.1739,152.4215
-29.1722,152.4174
-29.1688,152.4189
-29.1650,152.4142
-29.1612,152.4138
-29.1522,152.4177
-29.1522,152.4238
-29.1505,152.4288
-29.1452,152.4349
-29.1441,152.4442
-29.0890,152.4550
-29.0840,152.4210
-29.0810,152.4189
-29.0804,152.4213
-29.0754,152.4243
-29.0743,152.4287
-29.0719,152.4311
-29.0645,152.4305
-29.0593,152.4356
-29.0565,152.4360
-29.0533,152.4409
-29.0397,152.4438
-29.0366,152.4237
-29.0326,152.4297
-29.0322,152.4379
-29.0283,152.4461
-29.0331,152.4563
-29.0315,152.4598
-29.0245,152.4540
-29.0205,152.4551
-29.0076,152.4649
-29.0039,152.4724
-28.9985,152.4647
-28.9919,152.4638
-28.9904,152.4658
-28.9920,152.4743
-28.9903,152.4762
-28.9802,152.4728
-28.9792,152.4636
-28.9778,152.4620
-28.9759,152.4626
-28.9724,152.4720
-28.9726,152.4767
-28.9770,152.4886
-28.9751,152.4894
-28.9699,152.4866
-28.9732,152.5095
-28.9803,152.5083
-28.9815,152.5169
-28.9835,152.5165
-28.9847,152.5257
-28.9885,152.5299
-28.9839,152.5329
-28.9856,152.5340
-28.9900,152.5585
-28.9863,152.5606
-28.9661,152.5561
-28.9606,152.5534
-28.9563,152.5538
-28.9549,152.5502
-28.9467,152.5491
-28.9423,152.5457
-28.9358,152.5440
-28.9315,152.5505
-28.9302,152.5621
-28.9260,152.5659
-28.9324,152.5773
-28.9292,152.5808
-28.9114,152.5801
-28.9090,152.5741
-28.9052,152.5705
-28.9041,152.5671
-28.9092,152.5635
-28.9125,152.5550
-28.9088,152.5479
-28.9025,152.5547
-28.8995,152.5544
-28.8935,152.5572
-28.8856,152.5653
-28.8637,152.5734
-28.8579,152.5676
-28.8579,152.5617
-28.8542,152.5461
-28.8516,152.5406
-28.8477,152.5372
-28.8301,152.5529
-28.8232,152.5572
-28.8178,152.5548
-28.8178,152.5439
-28.8149,152.5392
-28.8038,152.5369
-28.7879,152.5436
-28.7817,152.5415
-28.7813,152.5309
-28.7947,152.5193
-28.7917,152.5143
-28.7843,152.5152
-28.7797,152.5110
-28.7812,152.5065
-28.7855,152.5019
-28.7854,152.4966
-28.7801,152.4801
-28.7771,152.4776
-28.7751,152.4781
-28.7725,152.4808
-28.7688,152.4903
-28.7645,152.4921
-28.7591,152.4890
-28.7532,152.4803
-28.7508,152.4798
-28.7487,152.4836
-28.7500,152.4903
-28.7484,152.4951
-28.7448,152.4982
-28.7411,152.4990
-28.7364,152.4960
-28.7356,152.4913
-28.7386,152.4841
-28.7462,152.4777
-28.7470,152.4730
-28.7445,152.4708
-28.7352,152.4748
-28.7310,152.4736
-28.7311,152.4714
-28.7351,152.4667
-28.7353,152.4637
-28.7317,152.4555
-28.7285,152.4391
-28.7250,152.4350
-28.7251,152.4278
-28.7179,152.4207
-28.7229,152.4139
-28.7235,152.4085
-28.7223,152.4070
-28.7106,152.4048
-28.7044,152.4065
-28.7038,152.4038
-28.7064,152.4020
-28.7071,152.3988
-28.7020,152.3874
-28.7039,152.3791
-28.7029,152.3767
-28.7003,152.3752
-28.6925,152.3759
-28.6873,152.3736
-28.6849,152.3759
-28.6861,152.3844
-28.6827,152.3871
-28.6826,152.3894
-28.6768,152.3863
-28.6703,152.3913
-28.6653,152.3892
-28.6635,152.3926
-28.6654,152.3980
-28.6625,152.3982
-28.6586,152.4031
-28.6525,152.4033
-28.6468,152.3985
-28.6429,152.4078
-28.6359,152.4082
-28.6320,152.4139
-28.6289,152.4084
-28.6262,152.4120
-28.6240,152.4065
-28.6216,152.4057
-28.6204,152.4089
-28.6212,152.4131
-28.6184,152.4168
-28.6214,152.4200
-28.6208,152.4248
-28.6187,152.4247
-28.6187,152.4207
-28.6149,152.4170
-28.6073,152.4213
-28.6022,152.4341
-28.6047,152.4393
-28.6033,152.4428
-28.6006,152.4425
-28.5988,152.4390
-28.5926,152.4418
-28.5898,152.4401
-28.5873,152.4409
-28.5830,152.4382
-28.5805,152.4409
-28.5846,152.4461
-28.5770,152.4474
-28.5758,152.4465
-28.5776,152.4416
-28.5762,152.4401
-28.5680,152.4496
-28.5698,152.4556
-28.5689,152.4577
-28.5662,152.4575
-28.5634,152.4524
-28.5558,152.4481
-28.5558,152.4413
-28.5517,152.4415
-28.5498,152.4434
-28.5473,152.4415
-28.5454,152.4449
-28.5391,152.4464
-28.5303,152.4404
-28.5266,152.4525
-28.5292,152.4606
-28.5275,152.4626
-28.5224,152.4598
-28.5219,152.4623
-28.5257,152.4640
-28.5265,152.4660
-28.5212,152.4687
-28.5192,152.4721
-28.5205,152.4762
-28.5267,152.4758
-28.5258,152.4830
-28.5305,152.4833
-28.5312,152.4846
-28.5268,152.4889
-28.5272,152.4935
-28.5288,152.4952
-28.5276,152.4965
-28.5284,152.5010
-28.5267,152.5027
-28.5235,152.5000
-28.5174,152.5003
-28.5116,152.5029
-28.5112,152.5059
-28.5139,152.5104
-28.5101,152.5206
-28.5134,152.5256
-28.5118,152.5284
-28.5150,152.5302
-28.5138,152.5330
-28.5066,152.5368
-28.5003,152.5371
-28.4964,152.5271
-28.4827,152.5405
-28.4810,152.5388
-28.4817,152.5437
-28.4793,152.5442
-28.4804,152.5416
-28.4790,152.5414
-28.4776,152.5469
-28.4789,152.5472
-28.4794,152.5499
-28.4776,152.5531
-28.4741,152.5527
-28.4704,152.5486
-28.4668,152.5513
-28.4651,152.5553
-28.4697,152.5579
-28.4700,152.5613
-28.4668,152.5602
-28.4646,152.5622
-28.4562,152.5614
-28.4503,152.5668
-28.4472,152.5642
-28.4433,152.5667
-28.4400,152.5651
-28.4367,152.5721
-28.4383,152.5732
-28.4366,152.5754
-28.4374,152.5779
-28.4354,152.5779
-28.4349,152.5805
-28.4329,152.5786
-28.4243,152.5798
-28.4224,152.5827
-28.4204,152.5818
-28.4203,152.5794
-28.4189,152.5800
-28.4181,152.5775
-28.4156,152.5764
-28.4164,152.5866
-28.4145,152.5864
-28.4086,152.5946
-28.4012,152.5931
-28.3991,152.5956
-28.3990,152.5986
-28.3980,152.5978
-28.3974,152.5992
-28.3949,152.5971
-28.3912,152.6056
-28.3867,152.6058
-28.3807,152.6004
-28.3796,152.6027
-28.3782,152.6011
-28.3782,152.6073
-28.3766,152.6070
-28.3769,152.6096
-28.3745,152.6120
-28.3693,152.6109
-28.3639,152.6151
-28.3563,152.6127
-28.3545,152.6163
-28.3526,152.6143
-28.3507,152.6182
-28.3485,152.6180
-28.3469,152.6209
-28.3491,152.6284
-28.3459,152.6270
-28.3408,152.6304
-28.3399,152.6287
-28.3388,152.6314
-28.3269,152.6275
-28.3271,152.6215
-28.3195,152.6168
-28.3201,152.6074
-28.3176,152.6010
-28.3141,152.5972
-28.3073,152.6017
-28.2920,152.5979
-28.2838,152.6003
-28.2695,152.6145
-28.2774,152.6176
-28.2828,152.6175
-28.2842,152.6210
-28.2873,152.6230
-28.2942,152.6228
-28.2982,152.6245
-28.3030,152.6278
-28.3061,152.6343
-28.3109,152.6382
-28.3132,152.6480
-28.3096,152.6561
-28.3117,152.6672
-28.3178,152.6733
-28.3259,152.6736
-28.3304,152.6793
-28.3290,152.6864
-28.3346,152.6885
-28.3366,152.6923
-28.3354,152.6993
-28.3390,152.7047
-28.3436,152.7073
-28.3414,152.7126
-28.3450,152.7200
-28.3440,152.7228
-28.3524,152.7304
-28.3547,152.7368
-28.3601,152.7409
-28.3610,152.7475
-28.3639,152.7510
-28.3628,152.7581
-28.3598,152.7615
-28.3577,152.7625
-28.3544,152.7587
-28.3522,152.7603
-28.3466,152.7754
-28.3474,152.7824
-28.3516,152.7873
-28.3539,152.7934
-28.3535,152.8042
-28.3502,152.8085
-28.3449,152.8077
-28.3427,152.8089
-28.3358,152.8177
-28.3352,152.8233
-28.3287,152.8242
-28.3202,152.8311
-28.3199,152.8344
-28.3220,152.8389
-28.3210,152.8416
-28.3159,152.8474
-28.3112,152.8495
-28.3130,152.8663
-28.3121,152.8759
-28.3096,152.8800
-28.3124,152.8825
-28.3177,152.8933
-28.3252,152.8995
-28.3266,152.9090
-28.3301,152.9151
-28.3317,152.9236
-28.3383,152.9339
-28.3345,152.9412
-28.3356,152.9454
-28.3319,152.9634
-28.3318,152.9726
-28.3337,152.9783
-28.3381,152.9837
-28.3366,152.9891
-28.3399,152.9962
-28.3417,153.0081
-28.3386,153.0211
-28.3432,153.0384
-28.3394,153.0460
-28.3420,153.0490
-28.3412,153.0514
-28.3431,153.0537
-28.3442,153.0652
-28.3522,153.0746
-28.3541,153.0805
-28.3534,153.0896
-28.3578,153.1013
-28.3574,153.1094
-28.3613,153.1129
-28.3666,153.1131
-28.3725,153.1125
-28.3761,153.1067
-28.3783,153.1105
-28.3810,153.1110
-28.3836,153.1106
-28.3869,153.1070
-28.3884,153.1079
-28.3884,153.1107
-28.3966,153.1184
-28.4027,153.1180
-28.4063,153.1281
-28.4114,153.1226
-28.4152,153.1208
-28.4196,153.1277
-28.4289,153.1249
-28.4332,153.1207
-28.4353,153.1269
-28.4331,153.1278
-28.4320,153.1317
-28.4350,153.1386
-28.4373,153.1396
-28.4360,153.1419
-28.4387,153.1438
-28.4426,153.1424
-28.4444,153.1452
-28.4473,153.1444
-28.4497,153.1398
-28.4588,153.1340
-28.4581,153.1385
-28.4606,153.1402
-28.4618,153.1436
-28.4662,153.1411
-28.4683,153.1421
-28.4714,153.1410
-28.4756,153.1460
-28.4802,153.1473
-28.4846,153.1538
-28.4935,153.1543
-28.5029,153.1497
-28.5055,153.1499
-28.5090,153.1511
-28.5101,153.1534
-28.5155,153.1550
-28.5190,153.1594
-28.5241,153.1603
-28.5236,153.1700
-28.5216,153.1728
-28.5229,153.1780
-28.5212,153.1860
-28.5230,153.1927
-28.5269,153.1978
-28.5265,153.2059
-28.5228,153.2154
-28.5236,153.2183
-28.5172,153.2278
-28.5182,153.2388
-28.5157,153.2463
-28.5201,153.2522
-28.5261,153.2537
-28.5271,153.2554
-28.5235,153.2619
-28.5215,153.2744
-28.5161,153.2825
-28.5218,153.2822
-28.5241,153.2849
-28.5300,153.2838
-28.5356,153.2879
-28.5378,153.2914
-28.5415,153.2913
-28.5392,153.3013
-28.5427,153.3105
-28.5405,153.3144
-28.5424,153.3182
-28.5409,153.3227
-28.5420,153.3294
-28.5462,153.3306
-28.5504,153.3381
-28.5576,153.3383
-28.5591,153.3467
-28.5640,153.3470
-28.5680,153.3507
-28.5679,153.3596
-28.5738,153.3637
-28.5769,153.3716
-28.5840,153.3794
-28.5884,153.3784
-28.5899,153.3799
-28.5949,153.3787
-28.6004,153.3749
-28.6139,153.3730
-28.6186,153.4126
-28.6231,153.4132
-28.6248,153.4115
-28.6262,153.4169
-28.6341,153.4123
-28.6364,153.4154
-28.6399,153.4145
-28.6411,153.4117
-28.6420,153.4181
-28.6437,153.4185
-28.6439,153.4166
-28.6485,153.4153
-28.6491,153.4209
-28.6537,153.4209
-28.6554,153.4266
-28.6604,153.4241
-28.6607,153.4269
-28.6586,153.4295
-28.6613,153.4301
-28.6661,153.4276
-28.6672,153.4243
-28.6620,153.4214
-28.6617,153.4193
-28.6678,153.4174
-28.6701,153.4189
-28.6715,153.4160
-28.6738,153.4178
-28.6771,153.4162
-28.6766,153.4216
-28.6804,153.4265
-28.6826,153.4263
-28.6859,153.4223
-28.6933,153.4241
-28.6958,153.4215
-28.6948,153.4182
-28.6863,153.4075
-28.6936,153.4082
-28.6965,153.4037
-28.6980,153.4037
-28.6975,153.4008
-28.7029,153.4030
-28.7040,153.4064
-28.7077,153.4091
-28.7199,153.4071
-28.7205,153.4121
-28.7245,153.4115
-28.7256,153.4094
-28.7433,153.4066
-28.7447,153.4087
-28.7423,153.4103
-28.7420,153.4143
-28.7453,153.4220
-28.7446,153.4234
-28.7434,153.4219
-28.7395,153.4242
-28.7387,153.4280
-28.7417,153.4280
-28.7476,153.4351
-28.7463,153.4380
-28.7448,153.4373
-28.7449,153.4423
-28.7475,153.4448
-28.7453,153.4461
-28.7468,153.4481
-28.7496,153.4488
-28.7497,153.4470
-28.7512,153.4489
-28.7530,153.4473
-28.7540,153.4494
-28.7570,153.4503
-28.7569,153.4476
-28.7591,153.4481
-28.7628,153.4418
-28.7726,153.4469
-28.7761,153.4438
-28.7814,153.4501
-28.7823,153.4552
-28.7914,153.4480
-28.7958,153.4488
-28.7962,153.4453
-28.7968,153.4443
-28.8018,153.4460
-28.8097,153.4455
-28.8230,153.4413
-28.8255,153.4441
-28.8247,153.4477
-28.8286,153.4471
-28.8294,153.4438
-28.8308,153.4526
-28.8386,153.4512
-28.8407,153.4652
-28.8457,153.4727
-28.8463,153.4768
-28.8487,153.4785
-28.8554,153.4767
-28.8599,153.4838
-28.8627,153.4821
-28.8637,153.4830
-28.8648,153.4872
-28.8633,153.4941
-28.8656,153.5019
-28.8685,153.4927
-28.8839,153.4843
-28.9245,153.4758
-28.9247,153.4789
-28.9200,153.4864
-28.9198,153.4894
-28.9227,153.4908
-28.9202,153.4946
-28.9210,153.4972
-28.9167,153.5010
-28.9127,153.5084
-28.9132,153.5120
-28.9159,153.5122
-28.9156,153.5161
-28.9184,153.5190
-28.9167,153.5240
-28.9183,153.5318
-28.9167,153.5383
-28.9178,153.5444
-28.9699,153.4992
-29.0047,153.4733
-29.0150,153.4672
end
start,Page
-30.1301,153.2089
-30.1307,153.2081
-30.1305,153.2066
-30.1300,153.2071
-30.1301,153.2089
end
start,Page
-30.1296,153.2069
-30.1300,153.2066
-30.1297,153.2059
-30.1294,153.2067
-30.1296,153.2069
end
start,Parkes
-33.3296,141.0105
-29.5894,141.0009
-33.3288,141.0026
-33.3288,141.0024
-28.9990,140.9994
-28.9989,142.2005
-28.9977,142.3639
-28.9990,142.6025
-28.9990,148.9583
-28.9933,148.9659
-28.9914,148.9642
-28.9910,148.9672
-28.9878,148.9693
-28.9860,148.9666
-28.9853,148.9710
-28.9805,148.9719
-28.9764,148.9763
-28.9755,148.9812
-28.9767,148.9843
-28.9743,148.9868
-28.9761,148.9908
-28.9716,148.9912
-28.9726,148.9982
-28.9695,149.0002
-28.9676,149.0042
-28.9606,149.0049
-28.9600,149.0113
-28.9584,149.0113
-28.9582,149.0085
-28.9569,149.0092
-28.9555,149.0123
-28.9576,149.0145
-28.9567,149.0174
-28.9593,149.0199
-28.9572,149.0209
-28.9545,149.0278
-28.9570,149.0308
-28.9559,149.0326
-28.9490,149.0360
-28.9459,149.0349
-28.9424,149.0398
-28.9390,149.0389
-28.9392,149.0429
-28.9348,149.0439
-28.9345,149.0452
-28.9314,149.0452
-28.9312,149.0429
-28.9269,149.0431
-28.9248,149.0472
-28.9169,149.0483
-28.9176,149.0509
-28.9120,149.0548
-28.9103,149.0586
-28.9007,149.0559
-28.8948,149.0602
-28.8936,149.0581
-28.8918,149.0590
-28.8886,149.0639
-28.8862,149.0595
-28.8869,149.0553
-28.8840,149.0553
-28.8796,149.0591
-28.8781,149.0636
-28.8734,149.0662
-28.8719,149.0700
-28.8640,149.0725
-28.8593,149.0757
-28.8583,149.0800
-28.8418,149.0807
-28.8424,149.0862
-28.8380,149.0872
-28.8374,149.0903
-28.8338,149.0931
-28.8342,149.0963
-28.8316,149.0970
-28.8341,149.0990
-28.8333,149.1027
-28.8381,149.1032
-28.8334,149.1088
-28.8341,149.1121
-28.8316,149.1132
-28.8307,149.1110
-28.8295,149.1124
-28.8309,149.1154
-28.8294,149.1192
-28.8329,149.1181
-28.8317,149.1220
-28.8345,149.1224
-28.8332,149.1246
-28.8352,149.1281
-28.8316,149.1280
-28.8321,149.1314
-28.8295,149.1310
-28.8278,149.1389
-28.8254,149.1389
-28.8222,149.1434
-28.8219,149.1405
-28.8190,149.1445
-28.8189,149.1424
-28.8154,149.1424
-28.8158,149.1397
-28.8137,149.1405
-28.8124,149.1366
-28.8118,149.1398
-28.8071,149.1397
-28.8060,149.1439
-28.8078,149.1429
-28.8095,149.1457
-28.8059,149.1479
-28.8086,149.1486
-28.8077,149.1512
-28.8107,149.1603
-28.8072,149.1607
-28.8059,149.1625
-28.8086,149.1667
-28.8026,149.1758
-28.8029,149.1791
-28.7987,149.1799
-28.7969,149.1836
-28.7946,149.1835
-28.7940,149.1869
-28.7901,149.1841
-28.7864,149.1867
-28.7820,149.1864
-28.7806,149.1923
-28.7769,149.1887
-28.7751,149.1888
-28.7739,149.1937
-28.7710,149.1947
-28.7694,149.2074
-28.7658,149.2073
-28.7682,149.2103
-28.7651,149.2121
-28.7655,149.2139
-28.7636,149.2141
-28.7631,149.2192
-28.7659,149.2212
-28.7641,149.2226
-28.7644,149.2249
-28.7625,149.2242
-28.7629,149.2258
-28.7610,149.2263
-28.7618,149.2284
-28.7591,149.2279
-28.7583,149.2302
-28.7553,149.2286
-28.7559,149.2318
-28.7512,149.2305
-28.7516,149.2322
-28.7493,149.2331
-28.7506,149.2368
-28.7467,149.2401
-28.7471,149.2429
-28.7455,149.2411
-28.7388,149.2469
-28.7415,149.2491
-28.7399,149.2517
-28.7422,149.2537
-28.7388,149.2545
-28.7394,149.2570
-28.7371,149.2574
-28.7342,149.2623
-28.7357,149.2654
-28.7397,149.2635
-28.7428,149.2663
-28.7434,149.2691
-28.7371,149.2737
-28.7367,149.2715
-28.7339,149.2713
-28.7319,149.2772
-28.7334,149.2791
-28.7309,149.2803
-28.7330,149.2829
-28.7318,149.2853
-28.7278,149.2828
-28.7259,149.2848
-28.7263,149.2874
-28.7214,149.2871
-28.7188,149.2908
-28.7120,149.2934
-28.7099,149.2970
-28.7091,149.3025
-28.7121,149.3102
-28.7110,149.3111
-28.7120,149.3142
-28.7102,149.3159
-28.7140,149.3179
-28.7116,149.3188
-28.7096,149.3225
-28.7088,149.3198
-28.7062,149.3200
-28.7077,149.3229
-28.7074,149.3280
-28.7045,149.3285
-28.7028,149.3318
-28.6993,149.3291
-28.6981,149.3298
-28.6982,149.3360
-28.6953,149.3401
-28.6966,149.3466
-28.6944,149.3458
-28.6911,149.3477
-28.6926,149.3513
-28.6885,149.3526
-28.6843,149.3589
-28.6851,149.3619
-28.6898,149.3635
-28.6922,149.3668
-28.6919,149.3687
-28.6888,149.3679
-28.6877,149.3693
-28.6926,149.3758
-28.6917,149.3779
-28.6890,149.3785
-28.6905,149.3793
-28.6914,149.3849
-28.6947,149.3855
-28.6958,149.3873
-28.6918,149.3913
-28.6857,149.3941
-28.6772,149.3938
-28.6774,149.3966
-28.6748,149.3991
-28.6761,149.4020
-28.6752,149.4054
-28.6733,149.4046
-28.6668,149.4142
-28.6653,149.4136
-28.6673,149.4107
-28.6637,149.4105
-28.6627,149.4156
-28.6609,149.4171
-28.6550,149.4170
-28.6552,149.4230
-28.6537,149.4228
-28.6536,149.4182
-28.6513,149.4170
-28.6501,149.4261
-28.6472,149.4258
-28.6469,149.4280
-28.6443,149.4280
-28.6428,149.4305
-28.6405,149.4291
-28.6399,149.4306
-28.6376,149.4300
-28.6381,149.4321
-28.6364,149.4312
-28.6350,149.4328
-28.6322,149.4290
-28.6292,149.4282
-28.6262,149.4302
-28.6280,149.4324
-28.6203,149.4429
-28.6189,149.4403
-28.6163,149.4413
-28.6157,149.4390
-28.6120,149.4395
-28.6089,149.4443
-28.6064,149.4442
-28.6040,149.4518
-28.5992,149.4537
-28.5948,149.4525
-28.5959,149.4556
-28.5929,149.4557
-28.5940,149.4587
-28.5915,149.4616
-28.5963,149.4671
-28.5919,149.4683
-28.5942,149.4698
-28.5926,149.4716
-28.5938,149.4748
-28.5879,149.4773
-28.5911,149.4792
-28.5898,149.4808
-28.5861,149.4825
-28.5828,149.4815
-28.5825,149.4854
-28.5845,149.4902
-28.5809,149.4924
-28.5784,149.4962
-28.5807,149.4970
-28.5779,149.4990
-28.5803,149.5027
-28.5743,149.5029
-28.5771,149.5097
-28.5760,149.5121
-28.5816,149.5139
-28.5793,149.5154
-28.5790,149.5182
-28.5811,149.5194
-28.5791,149.5217
-28.5793,149.5248
-28.5774,149.5270
-28.5753,149.5261
-28.5742,149.5289
-28.5768,149.5320
-28.5744,149.5357
-28.5763,149.5367
-28.5747,149.5384
-28.5750,149.5421
-28.5767,149.5435
-28.5753,149.5444
-28.5767,149.5506
-28.5801,149.5525
-28.5773,149.5536
-28.5796,149.5578
-28.5767,149.5572
-28.5739,149.5618
-28.5750,149.5638
-28.5725,149.5650
-28.5736,149.5670
-28.5710,149.5685
-28.5717,149.5724
-28.5739,149.5742
-28.5721,149.5767
-28.5734,149.5774
-28.5725,149.5804
-28.5743,149.5841
-28.5728,149.5879
-28.5756,149.5901
-28.5792,149.5983
-28.5816,149.5995
-28.5835,149.5993
-28.5845,149.5970
-28.5888,149.5977
-28.5875,149.6020
-28.5853,149.6031
-28.5876,149.6059
-28.5890,149.6034
-28.5937,149.6066
-28.5978,149.6051
-28.5973,149.6104
-28.6008,149.6106
-28.5986,149.6183
-28.5960,149.6194
-28.5952,149.6239
-28.5933,149.6254
-28.5960,149.6274
-28.5952,149.6309
-28.5979,149.6312
-28.5954,149.6345
-28.5996,149.6363
-28.5980,149.6390
-28.5992,149.6422
-28.6037,149.6455
-28.6061,149.6462
-28.6073,149.6450
-28.6100,149.6462
-28.6106,149.6483
-28.6121,149.6478
-28.6130,149.6536
-28.6154,149.6559
-28.6132,149.6583
-28.6113,149.6572
-28.6093,149.6607
-28.6123,149.6642
-28.6183,149.6644
-28.6192,149.6682
-28.6211,149.6712
-28.6222,149.6696
-28.6234,149.6706
-28.6241,149.6740
-28.6292,149.6717
-28.6318,149.6666
-28.6325,149.6703
-28.6302,149.6724
-28.6334,149.6724
-28.6312,149.6763
-28.6345,149.6781
-28.6326,149.6785
-28.6338,149.6808
-28.6313,149.6822
-28.6323,149.6879
-28.6291,149.6878
-28.6281,149.6898
-28.6336,149.6912
-28.6318,149.6930
-28.6330,149.6944
-28.6307,149.6962
-28.6327,149.6981
-28.6300,149.7001
-28.6310,149.7014
-28.6327,149.7004
-28.6337,149.7031
-28.6302,149.7064
-28.6294,149.7049
-28.6272,149.7065
-28.6278,149.7045
-28.6254,149.7035
-28.6255,149.7060
-28.6227,149.7053
-28.6226,149.7071
-28.6202,149.7099
-28.6220,149.7055
-28.6193,149.7031
-28.6164,149.7039
-28.6178,149.7058
-28.6133,149.7085
-28.6127,149.7101
-28.6141,149.7109
-28.6119,149.7131
-28.6125,149.7144
-28.6147,149.7129
-28.6162,149.7138
-28.6114,149.7187
-28.6127,149.7232
-28.6109,149.7201
-28.6091,149.7211
-28.6108,149.7295
-28.6118,149.7272
-28.6130,149.7282
-28.6136,149.7263
-28.6155,149.7263
-28.6151,149.7297
-28.6167,149.7309
-28.6143,149.7330
-28.6174,149.7353
-28.6157,149.7369
-28.6172,149.7390
-28.6145,149.7387
-28.6130,149.7415
-28.6153,149.7418
-28.6183,149.7449
-28.6164,149.7457
-28.6153,149.7437
-28.6119,149.7461
-28.6121,149.7503
-28.6107,149.7510
-28.6128,149.7538
-28.6106,149.7532
-28.6094,149.7549
-28.6150,149.7600
-28.6127,149.7649
-28.6140,149.7677
-28.6110,149.7674
-28.6141,149.7723
-28.6116,149.7733
-28.6103,149.7711
-28.6088,149.7724
-28.6101,149.7754
-28.6130,149.7759
-28.6098,149.7796
-28.6123,149.7812
-28.6120,149.7837
-28.6141,149.7840
-28.6135,149.7861
-28.6112,149.7867
-28.6101,149.7977
-28.6079,149.8006
-28.6094,149.8017
-28.6072,149.8035
-28.6074,149.8097
-28.6057,149.8114
-28.6083,149.8130
-28.6082,149.8149
-28.6158,149.8192
-28.6089,149.8219
-28.6087,149.8265
-28.6068,149.8265
-28.6062,149.8294
-28.6037,149.8303
-28.6036,149.8396
-28.6104,149.8448
-28.6088,149.8495
-28.6055,149.8508
-28.6060,149.8537
-28.6042,149.8545
-28.6068,149.8602
-28.6045,149.8603
-28.6048,149.8627
-28.6027,149.8613
-28.6021,149.8623
-28.6041,149.8670
-28.6072,149.8682
-28.6051,149.8709
-28.6070,149.8719
-28.6042,149.8721
-28.6033,149.8743
-28.6078,149.8758
-28.6094,149.8782
-28.6116,149.8775
-28.6093,149.8828
-28.6133,149.8825
-28.6121,149.8840
-28.6141,149.8862
-28.6122,149.8863
-28.6127,149.8909
-28.6147,149.8912
-28.6155,149.8871
-28.6187,149.8898
-28.6159,149.8939
-28.6219,149.8991
-28.6196,149.8991
-28.6188,149.9051
-28.6155,149.9029
-28.6133,149.9055
-28.6147,149.9074
-28.6123,149.9090
-28.6103,149.9084
-28.6080,149.9174
-28.6102,149.9210
-28.6089,149.9252
-28.6110,149.9254
-28.6105,149.9273
-28.6131,149.9296
-28.6118,149.9300
-28.6126,149.9331
-28.6103,149.9341
-28.6101,149.9363
-28.6145,149.9372
-28.6179,149.9418
-28.6138,149.9428
-28.6127,149.9490
-28.6108,149.9480
-28.6080,149.9505
-28.6094,149.9529
-28.6076,149.9576
-28.6100,149.9575
-28.6120,149.9621
-28.6084,149.9615
-28.6107,149.9643
-28.6081,149.9643
-28.6098,149.9701
-28.6076,149.9715
-28.6134,149.9769
-28.6108,149.9770
-28.6052,149.9820
-28.6046,149.9870
-28.6024,149.9849
-28.6002,149.9930
-28.5939,149.9944
-28.5948,149.9986
-28.5912,149.9988
-28.5926,150.0031
-28.5905,150.0014
-28.5869,150.0057
-28.5903,150.0071
-28.5908,150.0091
-28.5855,150.0116
-28.5856,150.0149
-28.5832,150.0131
-28.5834,150.0173
-28.5806,150.0160
-28.5828,150.0227
-28.5791,150.0267
